,id,pid,ms_subclass,ms_zoning,lot_area,street,regular_lot,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_floors,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,fancy_masonry,mas_vnr_area,exter_exc,exter_cond,conc_found,bsmt_exc,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_exc,central_air,stand_elec,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_exc,totrms_abvgrd,functional,fireplaces,garage_connect,garage_cars,garage_area,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,sell_diff,remod_diff,remod_x_sell,salepricelog,over_exc,qual_sqaure,exc_x_qual
1212,683,535452140,20,RL,7200,Pave,1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Gd,0,0,Gd,No,ALQ,630.0,BLQ,102.0,0.0,732.0,GasA,0,1,1,732,0,0,732,1.0,0.0,1,0,2,1,0,4,Typ,0,0,1.0,240.0,1,0,68,0,0,0,No,0,9,2009,WD ,118900,57,57,3249,11.686038082678873,0,25,0
1214,2374,527452070,120,RL,4043,Pave,1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1.0,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,0,0.0,0,TA,0,1,TA,No,ALQ,727.0,BLQ,156.0,186.0,1069.0,GasA,1,1,1,1069,0,0,1069,0.0,1.0,2,0,2,1,0,4,Typ,1,1,2.0,440.0,1,0,55,0,0,225,No,0,7,2006,WD ,146300,31,31,961,11.893414587008216,4,36,144
1215,1594,923225080,120,RM,4224,Pave,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1.0,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,0,0.0,0,TA,1,1,TA,No,GLQ,769.0,Unf,0.0,271.0,1040.0,GasA,1,1,1,1040,0,0,1040,0.0,0.0,1,0,3,1,0,6,Typ,0,1,2.0,499.0,1,0,100,0,0,0,No,0,6,2008,WD ,124000,33,33,1089,11.728036844587175,4,25,100
1219,176,902125160,30,RM,4608,Pave,1,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.0,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Gd,0,0,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,0,1,1,747,0,0,747,0.0,0.0,1,0,2,1,0,4,Typ,0,1,1.0,220.0,1,0,0,0,0,0,No,0,6,2010,WD ,80000,65,60,3900,11.289781913656018,0,16,0
1222,2423,528228360,120,RL,2938,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,1,40.0,1,TA,1,1,TA,Av,GLQ,1038.0,Unf,0.0,330.0,1368.0,GasA,1,1,1,1511,0,0,1511,1.0,0.0,2,0,2,1,1,5,Typ,1,1,2.0,398.0,1,130,30,0,0,0,No,0,5,2006,WD ,246990,4,4,16,12.417103128960582,16,49,784
1225,1046,527451550,160,RM,1680,Pave,1,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2.0,5,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,1,356.0,0,TA,0,0,TA,No,Rec,350.0,Unf,0.0,280.0,630.0,GasA,0,1,1,630,672,0,1302,0.0,0.0,2,1,3,1,0,6,Typ,0,0,1.0,264.0,1,0,0,0,0,0,No,0,12,2008,WD ,111750,36,36,1296,11.624019512475815,0,25,0
1230,1635,527184110,120,RL,5118,Pave,0,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1.0,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,0,0.0,1,TA,1,1,TA,Gd,GLQ,926.0,Unf,0.0,386.0,1312.0,GasA,1,1,1,1321,0,0,1321,1.0,0.0,1,0,1,1,1,4,Typ,1,1,2.0,484.0,1,0,64,140,0,0,No,0,8,2007,WD ,212000,17,17,289,12.26434155365415,16,64,1024
1231,309,911370510,120,RM,3811,Pave,0,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1.0,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,1,186.0,1,TA,1,1,TA,Gd,GLQ,1373.0,Unf,0.0,221.0,1594.0,GasA,1,1,1,1646,0,0,1646,1.0,1.0,2,0,2,1,1,5,Typ,1,1,2.0,525.0,1,128,53,0,0,155,No,0,5,2010,WD ,246000,6,5,30,12.4130868149145,16,64,1024
1233,178,902206040,50,RM,5500,Pave,1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,LwQ,234.0,ALQ,692.0,0.0,926.0,GasA,0,1,1,926,0,390,1316,1.0,0.0,1,0,3,1,0,6,Typ,0,0,2.0,484.0,1,0,0,0,0,0,No,0,4,2010,WD ,130000,81,9,729,11.77528972943772,0,25,0
1238,1362,903454100,50,RM,6876,Pave,1,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5,6,6,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,1272.0,1272.0,GasA,0,1,1,1272,0,697,1969,0.0,0.0,2,0,4,1,0,9,Min1,1,0,2.0,400.0,1,0,34,0,0,0,No,0,11,2008,COD,141000,70,50,3500,11.856515169360305,0,36,0
1241,1076,528186160,120,RL,6240,Pave,1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1.0,8,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,1,176.0,1,TA,1,1,TA,No,GLQ,846.0,Unf,0.0,496.0,1342.0,GasA,1,1,1,1342,0,0,1342,1.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,550.0,1,0,35,0,0,0,No,0,6,2008,WD ,234250,2,1,2,12.364144200100668,16,64,1024
1244,2021,903234160,30,RM,6180,Pave,1,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.0,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,0,0,1,986,0,0,986,0.0,0.0,1,0,2,1,0,5,Typ,1,0,1.0,180.0,1,0,128,0,0,0,No,0,5,2007,WD ,102000,81,57,4617,11.532728092266408,0,36,0
1245,2032,903451110,45,RM,7449,Pave,1,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,1,0,TA,No,Unf,0.0,Unf,0.0,637.0,637.0,GasA,1,1,0,1108,0,0,1108,0.0,0.0,1,0,3,1,1,6,Typ,1,1,1.0,280.0,0,0,0,205,0,0,GdPrv,0,6,2007,WD ,139400,77,57,4389,11.845102777308561,4,49,196
1249,473,528228455,120,RL,3182,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,1,16.0,1,TA,1,1,TA,Av,GLQ,16.0,Unf,0.0,1204.0,1220.0,GasA,1,1,1,1220,0,0,1220,0.0,0.0,2,0,2,1,1,5,Typ,1,1,2.0,397.0,1,100,16,0,0,0,No,0,8,2009,WD ,180000,4,3,12,12.100712129872347,16,49,784
1254,2111,906392080,20,RL,7242,Pave,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1.0,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,1270.0,1270.0,GasA,1,1,1,1270,0,0,1270,0.0,0.0,2,0,2,1,1,6,Typ,0,1,2.0,524.0,1,0,96,0,0,0,No,0,7,2007,WD ,175900,2,1,2,12.077670930725649,16,49,784
1255,813,906226120,90,RL,7018,Pave,1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2.0,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,0,0.0,0,TA,0,0,No,No,No,0.0,No,0.0,0.0,0.0,GasA,0,1,1,1120,1120,0,2240,0.0,0.0,2,0,6,2,0,12,Typ,0,0,2.0,528.0,1,154,0,0,0,0,No,0,6,2009,WD ,142953,30,30,900,11.870271183889114,0,25,0
1260,1494,908128110,60,RL,6931,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2.0,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,1,92.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,746.0,746.0,GasA,1,1,1,760,896,0,1656,0.0,0.0,2,1,3,1,1,7,Typ,1,1,2.0,397.0,1,178,128,0,0,0,No,0,7,2008,WD ,165400,5,4,20,12.016122061571728,16,49,784
1267,1684,527455250,20,RL,7150,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,1,52.0,0,TA,0,0,TA,No,BLQ,725.0,Unf,0.0,263.0,988.0,GasA,0,1,1,988,0,0,988,1.0,0.0,1,0,3,1,0,5,Typ,0,0,1.0,360.0,1,0,0,0,0,0,No,0,11,2007,WD ,129250,41,41,1681,11.769503792370676,0,25,0
1273,2368,527450460,160,RM,1890,Pave,1,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2.0,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,1,380.0,0,TA,0,0,TA,No,ALQ,282.0,Unf,0.0,212.0,494.0,GasA,1,1,1,494,536,0,1030,0.0,0.0,1,1,3,1,0,6,Typ,0,0,1.0,264.0,1,0,0,0,0,0,No,0,7,2006,WD ,116000,34,34,1156,11.661345470088502,1,36,36
1275,463,528188020,120,RL,3480,Pave,1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1.0,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,1,163.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,1405.0,1405.0,GasA,1,1,1,1405,0,0,1405,0.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,478.0,1,148,36,0,0,0,No,0,11,2009,WD ,173000,6,6,36,12.061046873479915,16,49,784
1279,1743,528228275,120,RL,3922,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,1,72.0,1,TA,1,1,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,1,1,1,1402,0,0,1402,0.0,2.0,0,2,2,1,1,7,Typ,1,1,3.0,648.0,1,120,16,0,0,0,No,0,2,2007,New,194201,1,0,0,12.17664898415669,16,49,784
1280,472,528228450,120,RL,3182,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,1,16.0,1,TA,1,1,TA,No,GLQ,16.0,Unf,0.0,1330.0,1346.0,GasA,1,1,1,1504,0,0,1504,0.0,0.0,2,0,1,1,1,7,Typ,1,1,2.0,457.0,1,156,0,0,0,0,No,0,5,2009,WD ,181000,4,3,12,12.106252310247962,16,49,784
1285,478,528240030,60,RL,7984,Pave,0,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2.0,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,1,200.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,868.0,868.0,GasA,1,1,1,868,762,0,1630,0.0,0.0,2,1,3,1,1,7,Typ,1,1,2.0,436.0,1,120,48,0,0,0,No,0,9,2009,WD ,189500,5,4,20,12.152144303504619,16,49,784
1288,1960,535451040,20,RL,7200,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,BLQ,534.0,Rec,96.0,246.0,876.0,GasA,0,1,1,988,0,0,988,0.0,0.0,1,0,3,1,0,6,Typ,0,1,1.0,276.0,1,0,80,0,0,0,No,0,5,2007,WD ,119000,57,57,3249,11.686878772093667,0,25,0
1289,1277,535455090,50,RL,7200,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,Rec,673.0,Unf,0.0,181.0,854.0,GasA,0,1,0,854,424,0,1278,0.0,0.0,1,0,4,1,0,6,Typ,0,1,1.0,240.0,1,0,0,0,0,0,MnWw,0,4,2008,WD ,127500,54,54,2916,11.755871643580617,0,36,0
1293,1043,527451060,160,RM,1869,Pave,1,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2.0,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,1,127.0,0,TA,0,0,TA,No,Rec,321.0,Unf,0.0,162.0,483.0,GasA,0,1,1,483,504,0,987,0.0,0.0,1,1,2,1,0,5,Typ,0,0,1.0,280.0,1,0,0,0,0,0,No,0,9,2008,WD ,106000,38,38,1444,11.571194373094205,0,36,0
1296,33,527452190,120,RL,4043,Pave,1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1.0,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,0,0.0,0,TA,0,1,TA,No,ALQ,360.0,Unf,0.0,709.0,1069.0,GasA,0,1,1,1069,0,0,1069,0.0,0.0,2,0,2,1,0,4,Typ,1,1,2.0,440.0,1,0,55,0,0,165,No,0,7,2010,WD ,127500,33,33,1089,11.755871643580617,1,36,36
1307,1000,527127140,120,RL,4923,Pave,1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1.0,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,0,0.0,1,TA,1,1,TA,Av,GLQ,1153.0,Unf,0.0,440.0,1593.0,GasA,1,1,1,1593,0,0,1593,1.0,0.0,1,1,0,1,1,5,Typ,1,1,2.0,682.0,1,0,120,0,0,224,No,0,8,2008,WD ,286000,7,6,42,12.56374708980199,16,64,1024
1308,727,902477120,30,C (all),7879,Pave,1,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.0,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,Rec,495.0,Unf,0.0,225.0,720.0,GasA,0,0,0,720,0,0,720,0.0,0.0,1,0,2,1,0,4,Typ,0,0,0.0,0.0,0,0,523,115,0,0,GdWo,0,11,2009,WD ,34900,89,59,5251,10.460242108190519,0,16,0
1309,2612,535403040,20,RL,7800,Pave,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,Rec,312.0,LwQ,600.0,0.0,912.0,GasA,0,1,1,912,0,0,912,0.0,0.0,1,0,2,1,0,5,Typ,0,1,1.0,288.0,1,0,0,0,0,0,No,0,11,2006,WD ,115000,42,42,1764,11.652687407345388,0,25,0
1310,2422,528228340,120,RL,3196,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,1,40.0,1,TA,1,1,TA,Gd,Unf,0.0,Unf,0.0,1273.0,1273.0,GasA,1,1,1,1456,0,0,1456,0.0,0.0,2,0,2,1,1,7,Typ,1,1,2.0,400.0,1,143,20,0,0,0,No,0,5,2006,WD ,215000,3,3,9,12.2783933071098,16,64,1024
1312,15,527182190,120,RL,6820,Pave,0,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1.0,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,0,0.0,1,TA,1,1,TA,Av,GLQ,368.0,BLQ,1120.0,0.0,1488.0,GasA,0,1,1,1502,0,0,1502,1.0,0.0,1,1,1,1,1,4,Typ,0,1,2.0,528.0,1,0,54,0,0,140,No,0,6,2010,WD ,212000,25,25,625,12.26434155365415,9,64,576
1314,2681,903233100,50,RM,6240,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,1042.0,1042.0,GasA,1,1,1,1042,534,0,1576,0.0,0.0,1,0,3,1,0,8,Typ,1,0,1.0,225.0,1,0,0,0,0,0,No,0,8,2006,WD ,149000,78,56,4368,11.911701584927597,1,25,25
1320,1682,527453010,160,RL,2308,Pave,1,Lvl,AllPub,Corner,Gtl,NPkVill,Norm,Norm,TwnhsE,2.0,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,0,0.0,0,TA,0,1,TA,No,ALQ,556.0,Unf,0.0,248.0,804.0,GasA,0,1,1,804,744,0,1548,1.0,0.0,2,1,3,1,1,7,Typ,1,0,2.0,440.0,1,48,0,0,0,0,No,0,7,2007,WD ,155000,31,31,961,11.951180395901384,4,36,144
1326,1342,903230120,20,RM,5940,Pave,0,Lvl,AllPub,FR3,Gtl,BrkSide,Feedr,Norm,1Fam,1.0,4,7,1946,1950,Gable,CompShg,MetalSd,CBlock,0,0.0,0,TA,1,0,No,No,No,0.0,No,0.0,0.0,0.0,GasA,0,1,0,896,0,0,896,0.0,0.0,1,0,2,1,0,4,Typ,0,0,1.0,280.0,1,0,0,0,0,0,MnPrv,0,4,2008,ConLD,79000,62,58,3596,11.27720313144916,0,16,0
1331,192,903204040,50,RM,5830,Pave,1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,1.5,5,6,1950,1997,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Gd,0,0,TA,No,Rec,788.0,Unf,0.0,200.0,988.0,GasA,1,1,1,1030,582,0,1612,0.0,0.0,1,1,3,1,0,7,Typ,0,0,1.0,363.0,1,0,0,0,0,0,MnPrv,0,3,2010,WD ,128500,60,13,780,11.763684183317412,1,25,25
1336,2823,908128100,60,RL,7162,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2.0,7,5,2003,2004,Hip,CompShg,HdBoard,Stucco,1,190.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,1,1,1,806,918,0,1724,0.0,0.0,2,1,3,1,1,8,Typ,1,1,2.0,616.0,1,168,57,0,0,0,No,0,5,2006,WD ,196500,3,2,6,12.188417710291453,16,49,784
1338,2015,903231180,50,RM,6240,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,5,8,1939,1952,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,Gd,0,0,TA,No,Rec,48.0,Unf,0.0,624.0,672.0,GasA,1,1,1,899,423,0,1322,1.0,0.0,1,0,4,1,0,7,Typ,0,0,1.0,280.0,1,0,0,0,0,0,MnPrv,0,7,2007,WD ,132000,68,55,3740,11.790557201568507,1,25,25
1339,2642,902106090,70,RM,6451,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.0,7,7,1900,1970,Gable,CompShg,AsbShng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,Rec,208.0,Unf,0.0,504.0,712.0,GasA,1,1,1,848,580,0,1428,1.0,0.0,1,0,4,1,0,7,Typ,0,0,2.0,576.0,1,264,0,84,0,0,No,0,5,2006,WD ,139900,106,36,3816,11.848683160653573,1,49,49
1347,2183,908186050,180,RM,3675,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1.5,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,1,76.0,0,TA,1,1,TA,Gd,GLQ,467.0,Unf,0.0,80.0,547.0,GasA,1,1,1,1072,0,0,1072,1.0,0.0,1,0,2,1,1,5,Typ,0,0,2.0,525.0,1,0,44,0,0,0,No,0,5,2007,WD ,140000,2,2,4,11.84939770159144,9,36,324
1349,29,527427230,120,RH,5858,Pave,0,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1.0,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,0,0.0,1,TA,1,1,TA,No,GLQ,1051.0,BLQ,0.0,354.0,1405.0,GasA,1,1,1,1337,0,0,1337,1.0,0.0,2,0,2,1,1,5,Typ,1,1,2.0,511.0,1,203,68,0,0,0,No,0,6,2010,WD ,184000,11,11,121,12.122691036591123,16,49,784
1350,108,533253210,120,RL,3880,Pave,0,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1.0,8,6,1978,1978,Gable,CompShg,Wd Sdng,Plywood,0,0.0,1,TA,0,1,TA,Gd,GLQ,1052.0,Unf,0.0,174.0,1226.0,GasA,0,1,1,1226,0,0,1226,1.0,0.0,1,0,1,1,1,4,Typ,1,1,2.0,484.0,1,223,78,0,0,0,No,0,1,2010,WD ,206000,32,32,1024,12.235631447771718,9,64,576
1351,2286,923226300,160,RM,1504,Pave,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2.0,4,4,1972,1972,Gable,CompShg,CemntBd,CmentBd,0,0.0,0,TA,0,0,TA,No,BLQ,252.0,Unf,0.0,294.0,546.0,GasA,0,1,1,546,546,0,1092,0.0,0.0,1,1,3,1,0,5,Typ,0,1,1.0,253.0,1,0,0,0,0,0,No,0,5,2007,WD ,85500,35,35,1225,11.356271654924852,0,16,0
1373,1221,534451170,30,RL,4130,Pave,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.0,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,0,0,TA,No,Unf,0.0,Unf,0.0,270.0,270.0,GasA,1,1,1,729,0,0,729,0.0,0.0,1,0,2,1,0,5,Maj2,0,0,0.0,0.0,0,0,0,0,0,0,No,0,7,2008,WD ,52000,73,5,365,10.858998997563564,4,9,36
1374,1719,528174040,120,RL,6289,Pave,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1.0,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,1,256.0,1,TA,1,1,TA,Av,ALQ,762.0,Unf,0.0,600.0,1362.0,GasA,1,1,1,1362,0,0,1362,1.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,460.0,1,192,28,0,0,0,No,0,6,2007,WD ,207000,2,1,2,12.240474072247506,16,36,576
1378,2558,534453150,50,RL,7438,Pave,0,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,0,0.0,0,TA,1,0,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,1,1,1,936,316,0,1252,0.0,0.0,1,0,3,1,0,5,Typ,0,1,2.0,576.0,1,104,0,0,0,0,MnPrv,0,6,2006,WD ,127000,98,15,1470,11.751942365440728,1,25,25
1383,701,902109130,190,RM,7627,Pave,1,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2.0,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,0,0.0,0,TA,0,0,Po,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,1,0,1,1101,600,0,1701,0.0,0.0,2,0,4,2,0,8,Typ,0,0,0.0,0.0,0,0,0,148,0,0,No,0,10,2009,WD ,94550,89,59,5251,11.456884074086604,1,16,16
1384,2556,534451120,30,RL,5900,Pave,0,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.0,4,7,1923,1958,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,1,1,TA,No,Unf,0.0,Unf,0.0,440.0,440.0,GasA,0,1,0,869,0,0,869,0.0,0.0,1,0,2,1,0,4,Typ,0,0,0.0,0.0,1,0,0,0,0,0,No,0,8,2006,WD ,85500,83,48,3984,11.356271654924852,1,16,16
1390,594,534200030,20,RL,7130,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,6,1967,1967,Gable,CompShg,HdBoard,HdBoard,0,0.0,0,TA,1,0,TA,No,BLQ,648.0,Unf,0.0,216.0,864.0,GasA,0,1,1,864,0,0,864,0.0,1.0,1,0,2,1,0,5,Typ,0,1,1.0,312.0,1,0,0,0,0,0,GdPrv,0,6,2009,WD ,130000,42,42,1764,11.77528972943772,0,25,0
1394,174,902110090,20,RM,5805,Pave,1,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,1.0,5,7,1957,1957,Hip,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,Mn,BLQ,274.0,Rec,1073.0,0.0,1347.0,GasA,1,1,1,1347,0,0,1347,1.0,1.0,1,0,3,1,1,6,Typ,0,0,2.0,551.0,1,0,0,0,0,0,No,0,6,2010,WD ,143000,53,53,2809,11.870599909242044,4,25,100
1399,1978,902107050,90,RM,7200,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,1.5,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,1,180.0,0,TA,0,1,TA,Gd,GLQ,936.0,Unf,0.0,0.0,936.0,GasA,0,1,1,936,0,0,936,1.0,0.0,1,0,2,1,0,4,Typ,0,0,2.0,672.0,1,49,0,0,0,0,No,0,8,2007,WD ,140000,27,27,729,11.84939770159144,1,25,25
1405,1228,534479150,20,RL,7584,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.0,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,1,88.0,0,TA,0,0,TA,No,LwQ,531.0,Unf,0.0,505.0,1036.0,GasA,1,1,1,1036,0,0,1036,0.0,0.0,1,0,3,1,0,5,Typ,0,1,1.0,312.0,1,120,24,0,0,0,MnPrv,0,6,2008,WD ,112900,55,55,3025,11.634257750137753,1,25,25
1406,1288,902105010,70,RM,4800,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.0,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,0,0.0,0,TA,0,0,Fa,No,Unf,0.0,Unf,0.0,680.0,680.0,GasA,0,0,1,680,680,0,1360,0.0,0.0,1,0,2,1,0,6,Typ,0,1,1.0,330.0,1,192,50,0,0,0,No,0,1,2008,WD ,111000,98,5,490,11.617285480294472,0,25,0
1413,2329,527190220,120,RL,6563,Pave,0,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1.0,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,0,0.0,1,TA,1,1,TA,Gd,GLQ,1148.0,Unf,0.0,594.0,1742.0,GasA,0,1,1,1742,0,0,1742,1.0,0.0,2,0,2,1,1,5,Typ,1,1,2.0,564.0,1,114,28,234,0,0,No,0,12,2006,WD ,275000,21,21,441,12.524526376648708,9,64,576
